id,text,Joy,Fear,Anger,Sadness,Disgust,Surprise,split
ukr_train_track1_00098,"Я про це давно вже думала 
Цікава теорія, мені сподобалося",1,0,0,0,0,0,train
ukr_train_track1_00099,"Погладив, м'ячик кинув і веселіше стало",1,0,0,0,0,0,train
ukr_train_track1_00100,"Купила сосиску в тісті. . .така форма,шо соромно на людях їсти:D Зато смачно!",1,0,0,0,0,0,train
ukr_train_track1_00101,але і справді призворить до змін в житті =),1,0,0,0,0,0,train
ukr_train_track1_00102,"я сиджу на майдані, мені вже кльово, а тут ще ви підхвалюєте)",1,0,0,0,0,0,train
ukr_train_track1_00103,"Але ж веселять ці відірвані від сьогоднішньої української реальності діаспоряни, котрі захищають пройдисвітів, що цінічно їх же кинули.",1,0,0,0,0,0,train
ukr_train_track1_00104,"Там дуже кльово і цікаво,і можна залипнути на півдня) Ще й та місцевість красива.",1,0,0,0,0,0,train
ukr_train_track1_00105,Пройшла тест магеллано на профорієнтацію і поняла шо я не все потєряно,1,0,0,0,0,0,train
ukr_train_track1_00106, я теж після того твіту про тебе подумала і пожаліла))),1,0,0,1,0,0,train
ukr_train_track1_00107,"Курити в машині на швидкості 140 ки,та сама музика по кругу ,грузіни і мии і нічне Тбілісі.",1,0,0,0,0,0,train
ukr_train_track1_00108,"Словом, було досить смішно, радий що провів з нею трохи часу.",1,0,0,0,0,0,train
ukr_train_track1_00109,того мене всі і бояться)),1,0,0,0,0,0,train
ukr_train_track1_00110,RT : Вітаю чудову людину і справжнього надійного товариша  з днем народження!,1,0,0,0,0,0,train
ukr_train_track1_00111,"ех, не повірите, інколи так приємно коли на тебе сваряться і ти відчуваєш себе такою маленькою незахищеною вредною школяркою...) ммм)",1,0,0,0,0,0,train
ukr_train_track1_00112,"як замінити це страшне слово ""наступаючий"" ?))",1,0,0,0,0,0,train
ukr_train_track1_00113,але є і хороші новини,1,0,0,0,0,0,train
ukr_train_track1_00114,Згадала одну недавню ніч і тепер сижу посміхаюсь)),1,0,0,0,0,0,train
ukr_train_track1_00115,"Одружується кращий друг, все дуже гарно (@ Парк Корсунь-Шевченковский (Музей ВОВ) w/  ) ",1,0,0,0,0,0,train
ukr_train_track1_00116,а нічо така попса від литви. де мої двєнацать лєт,1,0,0,0,0,0,train
ukr_train_track1_00117,"Хей, удачі :з Все вийде!)",1,0,0,0,0,0,train
ukr_train_track1_00118,RT : Нова радість стала,1,0,0,0,0,0,train
ukr_train_track1_00119,"Радує, що Клички не тільки сильні,але і розумні та з почутям гумору хлопці;)",1,0,0,0,0,0,train
ukr_train_track1_00120,і я приєднуюсь до привітань!,1,0,0,0,0,0,train
ukr_train_track1_00121,сьогодні #RzK те що треба!,1,0,0,0,0,0,train
ukr_train_track1_00122," взаємно,сонечко))) (ох я й насміялася з вами)  ",1,0,0,0,0,0,train
ukr_train_track1_00123,"мені погано, але сусіду ще гірше і від цього мені краще",1,0,0,0,0,0,train
ukr_train_track1_00124,"Пінтерест мене гарно знає 
Хах",1,0,0,0,0,0,train
ukr_train_track1_00125,"думаю, буде весело жувати налисники десь у парку, нє?)",1,0,0,0,0,0,train
ukr_train_track1_00126,ше буду відходити тиждень )),1,0,0,0,0,0,train
ukr_train_track1_00127,"Продуктивний день, не дивлячись на всю його святковість. ",1,0,0,0,0,0,train
ukr_train_track1_00128," та не те слово, падгулявші навіть)",1,0,0,0,0,0,train
ukr_train_track1_00129," а мені пів життя везе жити з ""Шелдонами"" ...)))Привіт!",1,0,0,0,0,0,train
ukr_train_track1_00130,жаль-жаль і тато був би радий :),1,0,0,0,0,0,train
ukr_train_track1_00131,Вчора проходили повз магазин пандори і там був аншлаг),1,0,0,0,0,0,train
ukr_train_track1_00132,"Нарешті я можу не боятись, шо мій айфон замерзне і розрядиться.",1,0,0,0,0,0,train
ukr_train_track1_00133,Я і  дякуємо всім за вітальні реплаї та твіти з чудовими побажаннями нашій новій family #твітер_то_є_любов,1,0,0,0,0,0,train
ukr_train_track1_00134,"- Та нічо, ім'я гарне)",1,0,0,0,0,0,train
ukr_train_track1_00135,Напилась чаю з медом і лимонами і нарешті вляглась.,1,0,0,0,0,0,train
ukr_train_track1_00136,Дядько на вигляд наляканий) #євромайдан #корсунь,1,0,0,0,0,0,train
ukr_train_track1_00137,"""Мрії повинні здійснюватись""
Дякую,  , за здійснення моєї",1,0,0,0,0,0,train
ukr_train_track1_00138,"Ух.Мені поміняли Windows)Жесть,Я так перелякалася коли мені вибило ""З вас штраф 50 грн. за посещения сайтов педофилии"")А мама у якому шоці))",1,1,0,0,0,0,train
ukr_train_track1_00139, одна дівчина носила перуку) бо вона акторка.,1,0,0,0,0,0,train
ukr_train_track1_00140,"Дуже зож)) не була там ще, але чула",1,0,0,0,0,0,train
ukr_train_track1_00141,обов'язково! у вас завжди цікаві конкурси!=),1,0,0,0,0,0,train
ukr_train_track1_00142," Читаю,що має збутися і посміхаюсь:)дякую:)",1,0,0,0,0,0,train
ukr_train_track1_00143,дякую і навзаєм #ff #ff_ua #FollowFriday ;),1,0,0,0,0,0,train
ukr_train_track1_00144,А Роща у таку пору доби - просто неймовірна,1,0,0,0,0,0,train
ukr_train_track1_00145,Бери від життя все і з посмішкою!,1,0,0,0,0,0,train
ukr_train_track1_00146,Незабаром знайшли будиночок покинутий. там були шикарнєйші умови і камін.,1,0,0,0,0,0,train
ukr_train_track1_00147,"Ті відчуття, коли подих морозного повітря запиваєш ковтком лате.",1,0,0,0,0,0,train
ukr_train_track1_00148,в цій мелодії зараз я вся!! і це не сумно...Keiko Matsui - The Road...:  via,1,0,0,0,0,0,train
ukr_train_track1_00149,Все таки манікюришмоткикорекціябрів підночить настрій,1,0,0,0,0,0,train
ukr_train_track1_00150,Читаю ФБ стрічку і сміюся.,1,0,0,0,0,0,train
ukr_train_track1_00151,"знаєте, минулого року йшла по Львову, а  всі були парами- парами... було і кумедно і обідно... отаке)",1,0,0,1,0,0,train
ukr_train_track1_00152,"За Ірландію дуже рада
#eurovision",1,0,0,0,0,0,train
ukr_train_track1_00153,"Приєднуюсь до чудових побажань.пора в ліжечкоRT Добраніч, янголята;-) посміхніться зранку, посиіхніться першій людині, яку зустрінете",1,0,0,0,0,0,train
ukr_train_track1_00154,"От тільки зрозуміла, що до наших з  відпусток лишилося менше днів ніж до Нового року:)",1,0,0,0,0,0,train
ukr_train_track1_00155,"дуже всім дякую за картинки!

чорт, вони всі таке неймовірні :з",1,0,0,0,0,0,train
ukr_train_track1_00156,"ахах, як цікаво ти розповідаєш)",1,0,0,0,0,0,train
ukr_train_track1_00157,"шо відео, шо аудіо. чудєсні  і всього лиш два альбоми. єсса.",1,0,0,0,0,0,train
ukr_train_track1_00158,"Ти думала, що це завуальована скарга на пасажирів з дітьми?)) Я навіть не подумала, що хтось може так подумати))",1,0,0,0,0,0,train
ukr_train_track1_00159,вимила Патріка. вперше. чув весь будинок. а може навіть сусідні. тепер він зі мною не розмовляє. але від обіду з моїх рук не відмовився),1,0,0,0,0,0,train
ukr_train_track1_00160,#ff_ua #ff RT : Мені ще триста фоловерів до тисячниці :),1,0,0,0,0,0,train
ukr_train_track1_00161,"як добре, що у мене немає кота",1,0,0,0,0,0,train
ukr_train_track1_00162, сміюсь. боюсь ретвітити даби не накликати подібну хвилю фоловлення.,1,0,0,0,0,0,train
ukr_train_track1_00163,"оввввв :з
це так мило)",1,0,0,0,0,0,train
ukr_train_track1_00164,мої вітання!! будьте вірними і щасливими)),1,0,0,0,0,0,train
ukr_train_track1_00165,а на весь дім грають кохані АЕ <3,1,0,0,0,0,0,train
ukr_train_track1_00166,"Попереду вихідні, празник, щось смачненьке буде =)",1,0,0,0,0,0,train
ukr_train_track1_00167,він дуже легкий у використанні і зручний!,1,0,0,0,0,0,train
ukr_train_track1_00168,таки ж м'яка! дякую за поради;),1,0,0,0,0,0,train
ukr_train_track1_00169,Ну і краса ж той парк!,1,0,0,0,0,0,train
ukr_train_track1_00170,Це породжує безліч смішних ситуацій гг,1,0,0,0,0,0,train
ukr_train_track1_00171,#добраніч друзі теперішні і майбутні:),1,0,0,0,0,0,train
ukr_train_track1_00172,"Вперше чую цю пісню, але вже підспівую, бо вау
#EUROVISION",1,0,0,0,0,0,train
ukr_train_track1_00173,Смачного мені:) і всім дякую за компанію),1,0,0,0,0,0,train
ukr_train_track1_00174,"Хух, за весь день нарешті прилетіла хоч одна гарна новина, що підняла настрій.",1,0,0,0,0,0,train
ukr_train_track1_00175,Хтось у мене буде ще більшим красунчиком ,1,0,0,0,0,0,train
ukr_train_track1_00176,"Тоже вже хочу спробувати, але домовилаь, що лише з другом спробую, от жду зустрічі)",1,0,0,0,0,0,train
ukr_train_track1_00177,"Може, мені зараз найпрекрасніше) Просто влітку жити хочеться, а інші пори року мене грузять.",1,0,0,1,0,0,train
ukr_train_track1_00178,RT : #HappyBirthday  Мої щирі вітання!,1,0,0,0,0,0,train
ukr_train_track1_00179,"Велкам ту зе клаб, дивно, але думала тобі 23;)",1,0,0,0,0,0,train
ukr_train_track1_00180,То так мило і гарно.,1,0,0,0,0,0,train
ukr_train_track1_00181,але Львів - це чудово!,1,0,0,0,0,0,train
ukr_train_track1_00182,  вони страшненькі і не ок) хоч є і винятки) ,1,0,0,0,0,0,train
ukr_train_track1_00183,Зате мамам їхнім отлічний подарун:),1,0,0,0,0,0,train
ukr_train_track1_00184,24 000ий твіт! цьомки і хорошого настрою!)) #24000,1,0,0,0,0,0,train
ukr_train_track1_00185,так приємно... не очікувала аж такої реакції)),1,0,0,0,0,1,train
ukr_train_track1_00186,Дякую всім за листівкові вітання!;)),1,0,0,0,0,0,train
ukr_train_track1_00187,"І найголовніше, з Новим роком, пташки!!!",1,0,0,0,0,0,train
ukr_train_track1_00188," ахахаха супер, гарна подія в історії, дякую, що не забуваєш мене з нею привітать. ))))))",1,0,0,0,0,0,train
ukr_train_track1_00189,"Приємно знати, що у цьому світі є люди, які не знають про існування, наприклад, Imagine Dragons",1,0,0,0,0,0,train
ukr_train_track1_00190,зі святом) і татові вітання!),1,0,0,0,0,0,train
ukr_train_track1_00191, після коуба мені вже нічого не страшно))),1,0,0,0,0,0,train
ukr_train_track1_00192,"аахха, чудово, спасибі)
всього хорошого тобі, Олексію,  в прийдешньому році;)",1,0,0,0,0,0,train
ukr_train_track1_00193,скучаєте за Львовом? =) гляньте на мiй фон =),1,0,0,0,0,0,train
ukr_train_track1_00194,шось в цьому є) миленько)),1,0,0,0,0,0,train
ukr_train_track1_00195," Валя, вітаю з днем народження!",1,0,0,0,0,0,train
ukr_train_track1_00196,"доброго ранку, тві, гарного вам дня ^^

грійтеся сьогодні і не хворійте.",1,0,0,0,0,0,train
ukr_train_track1_00197,Я і  будемо всю ніч до Франківська швидко і весело куриш,1,0,0,0,0,0,train
ukr_train_track1_00198,актори такі класні в кліпі!)),1,0,0,0,0,0,train
ukr_train_track1_00199,Всім привіт від  Він живе в дуже хорошій сім'ї:),1,0,0,0,0,0,train
ukr_train_track1_00200," я їду на малу Батьківщину, добре що тепло в електричці:)",1,0,0,0,0,0,train
ukr_train_track1_00201,"Ми ж маємо все, що потрібно для щастя.",1,0,0,0,0,0,train
ukr_train_track1_00202," це ж нічо шо я через два дні розцейво?) щастя здоровля нових звершень і успішних творінь, і прочого добра багацько:)",1,0,0,0,0,0,train
ukr_train_track1_00203,"нарешті зустріла любимку :з 
 просто чарівні має очі <",1,0,0,0,0,0,train
ukr_train_track1_00204,RT : Бідні мої сусіди :),1,0,0,0,0,0,train
ukr_train_track1_00205,дуже багато хорошого алкоголю вчора було)),1,0,0,0,0,0,train
ukr_train_track1_00206,він такий милий при знайомстві:)) як ведмедик,1,0,0,0,0,0,train
ukr_train_track1_00207,"Ще тільки вийшовши з ліфта я зрозуміла, що мій коханих приймав ванну, бо лавандою пахло ))",1,0,0,0,0,0,train
ukr_train_track1_00208,"Мій #ТвіМиколай просто чудо
Радію, як маленька дитина
Дякую",1,0,0,0,0,0,train
ukr_train_track1_00209,"така ржака, посони, - є студенти, які мене бояться.",1,0,0,0,0,0,train
ukr_train_track1_00210,"Пташки щебечуть, що  свято святкує ;)",1,0,0,0,0,0,train
ukr_train_track1_00211,"Потім ще йшли по дорозі і лякали один одного,в мене чуть серце не стало:))Потім ще на лавочці додивлялися ужастіки)",1,1,0,0,0,0,train
ukr_train_track1_00212," о, якраз) я вагалась між нею і вишиванкою)",1,0,0,0,0,0,train
ukr_train_track1_00213,Побачила і згадала твіт  про мрію),1,0,0,0,0,0,train
ukr_train_track1_00214,вдалого приземлення в рідних краях!!,1,0,0,0,0,0,train
ukr_train_track1_00215,Прийшли поржать і послухать гурт Тірамісу)))) (@ Верховна Рада України w/ ) http://4,1,0,0,0,0,0,train
ukr_train_track1_00216,"Гуляти стає тепліше, коли у стаканчик aroma kava налити алкоголь",1,0,0,0,0,0,train
ukr_train_track1_00217,Ато)) RT :   класно ви скооперувалися),1,0,0,0,0,0,train
ukr_train_track1_00218, досі обожнюю толкові фільми жахів),1,0,0,0,0,0,train
ukr_train_track1_00219,картопля вийшла дуззззе смачна :)) підпечена і з рибкою :),1,0,0,0,0,0,train
ukr_train_track1_00220,Дитя вже тішиться ляльою. . .а від лялі тільки є голова і трохи ручок =),1,0,0,0,0,0,train
ukr_train_track1_00221," він мені теж подобається. і його ""booooring"" )",1,0,0,0,0,0,train
ukr_train_track1_00222,"Кицю,  , з днем народження ^^
Всього найкращого та здійснення мрій тобі ~",1,0,0,0,0,0,train
ukr_train_track1_00223,"  вашими мальбами дєвачки, зрання ше була троха пожмакана, але заречки огірочок (в сенсі свіжусінька, а не зелена))",1,0,0,0,0,0,train
ukr_train_track1_00224,І ми тебе вітаємо з минулим святом.,1,0,0,0,0,0,train
ukr_train_track1_00225,То був найкращий поцілунок в житті.,1,0,0,0,0,0,train
ukr_train_track1_00226,парі... добре що нагадав про це свято!,1,0,0,0,0,0,train
ukr_train_track1_00227,"Я ще й шкодую, що без зимової підкладки)",1,0,0,1,0,0,train
ukr_train_track1_00228,"Оооо нормальний списочок під'їхав, гляну",1,0,0,0,0,0,train
ukr_train_track1_00229,"От і клас 
Не стісняйся, звони",1,0,0,0,0,0,train
ukr_train_track1_00230,"Як то чувак парфумиться, шо я всього лиш до його перчатки торкнулась, а вже пахну мужиком?)",1,0,0,0,0,0,train
ukr_train_track1_00231,"я жива, нарешті вдома  і я здала перший проект!",1,0,0,0,0,0,train
ukr_train_track1_00232,це спасло мій сьогоднішній день:),1,0,0,0,0,0,train
ukr_train_track1_00233,Вона чудова!Любить танцювати понад усе!,1,0,0,0,0,0,train
ukr_train_track1_00234,"усвідомлюю, що наступні кілька днів пройдуть неповторно. 
в чудовому місці з чудовими людьми.",1,0,0,0,0,0,train
ukr_train_track1_00235,"Я до 3 ночи уснуть не смогла,безсоння,но роботу НЕ проспала:)",1,0,0,0,0,0,train
ukr_train_track1_00236,а до мене ці грибочки приїхали в сушеному вигляді...Білочка щаслива.,1,0,0,0,0,0,train
ukr_train_track1_00237,Ура!дядько вийшов і я заняла його місце біля вікна:)можна дрімати:),1,0,0,0,0,0,train
ukr_train_track1_00238,чуть з ніг не знесла:),1,0,0,0,0,0,train
ukr_train_track1_00239,"Заснула вчора в 7 годині,як добрее...:))Сьогодні екзамен,а мені не страшно:)Дякую тобі,гроза,що загнала мене так рано спатки!:))",1,0,0,0,0,0,train
ukr_train_track1_00240,Сьогодні я вперше в житті скуштувала пахлаву),1,0,0,0,0,0,train
ukr_train_track1_00241,"Зараз викупила, що святкуватиму день студента з   та Еpolets
Я таки йду нарешті на їхній концерт",1,0,0,0,0,0,train
ukr_train_track1_00242,"RT :  Білочка, виходь за мене, і переставай вже писати по сто твітів в день! :))",1,0,0,0,0,0,train
ukr_train_track1_00243,"5/10 
Непогано 
Ще 5 задач і 3 розрахункових і все буде шикарно",1,0,0,0,0,0,train
ukr_train_track1_00244,ох це гарна прикмета!Відчуваю Віщий буде мій сон;) ми сьогодні теж випадково натрапили на розпис в палаці-музеї Потоцьких:),1,0,0,0,0,0,train
ukr_train_track1_00245,судячи зі всього – там весело гг,1,0,0,0,0,0,train
ukr_train_track1_00246,Бо раніше він істерично сміявсь.,1,0,0,0,0,0,train
ukr_train_track1_00247,"Розцілувала і заобнімала вчительку англійсьї з грінфореста, бо переплутала її з сестрою, яку не бачила 10 чи більше років :D",1,0,0,0,0,0,train
ukr_train_track1_00248,"Ааа щойно дізналася, що сестричка в тві)))  ",1,0,0,0,0,1,train
ukr_train_track1_00249,вчорашня фотка млинців в інстагармі зібрала більше лайків ніж хендмейдне гачковане пончо. істинно інстаграм створено для їдла і селфі.,1,0,0,0,0,0,train
ukr_train_track1_00250," ну, вже який є) але чорний кручє)",1,0,0,0,0,0,train
ukr_train_track1_00251,"В малого брекети всього 2місяці, а результат вже ОГО.",1,0,0,0,0,1,train
ukr_train_track1_00252,"Дякую,любі і милі за вітання,до нестями  приємно :* Андрій,дякую,що ти є,без тебе 00:00 було б не таке)",1,0,0,0,0,0,train
ukr_train_track1_00253,Вітаю з днем народження  і .,1,0,0,0,0,0,train
ukr_train_track1_00254,Нагадало Новий рік у Празі:),1,0,0,0,0,0,train
ukr_train_track1_00255,це буде найкраще день народження,1,0,0,0,0,0,train
ukr_train_track1_00256,мені вже горло і живіт болять від сміху.,1,0,0,0,0,0,train
